customer_id,age,gender,total_purchase_amount,location,total_purchases,is_subscriber,preferred_size,preferred_color,preferred_shipping,used_promo_code,preferred_payment_method,average_review_rating,average_purchase_amount
2096,36,Male,63,New Mexico,2,True,M,Gray,Store Pickup,True,Bank Transfer,4.0,31.5
2097,21,Male,52,North Carolina,28,True,L,Blue,Free Shipping,True,Debit Card,4.7,1.8571428571428572
2098,33,Male,43,Iowa,6,True,S,Cyan,Next Day Air,True,Credit Card,3.9,7.166666666666667
2099,49,Male,28,Louisiana,21,True,M,White,2-Day Shipping,True,Venmo,3.3,1.3333333333333333
2100,31,Male,78,Oklahoma,51,True,L,Green,Express,True,PayPal,2.9,1.5294117647058822
2101,68,Male,31,Michigan,37,True,M,Silver,Free Shipping,True,Cash,4.4,0.8378378378378378
2102,49,Male,23,Oregon,13,True,M,Blue,Next Day Air,True,Bank Transfer,3.6,1.7692307692307692
2103,23,Male,25,Idaho,24,True,M,Brown,Store Pickup,True,Cash,4.5,1.0416666666666667
2104,30,Male,86,Indiana,22,True,S,Red,Store Pickup,True,Venmo,3.7,3.909090909090909
2105,53,Male,88,New Mexico,48,True,M,Gold,Free Shipping,True,Venmo,2.8,1.8333333333333333
2106,65,Male,35,South Carolina,39,True,M,Silver,Free Shipping,True,Venmo,4.5,0.8974358974358975
2107,60,Male,34,Vermont,41,True,M,Gray,Standard,True,Credit Card,4.4,0.8292682926829268
2108,46,Male,75,Delaware,36,True,M,Black,Standard,True,PayPal,3.3,2.0833333333333335
2109,54,Male,46,North Dakota,5,True,XL,Beige,Express,True,Credit Card,4.2,9.2
2110,59,Male,31,California,29,True,L,Peach,Free Shipping,True,Venmo,2.7,1.0689655172413792
2111,52,Male,93,Montana,37,True,L,Cyan,Store Pickup,True,Debit Card,3.9,2.5135135135135136
2112,41,Male,85,Missouri,16,True,XL,Pink,Free Shipping,True,Bank Transfer,2.6,5.3125
2113,43,Male,68,Tennessee,8,True,M,Lavender,2-Day Shipping,True,Cash,4.5,8.5
2114,63,Male,40,Virginia,30,True,M,Brown,Store Pickup,True,PayPal,2.7,1.3333333333333333
2115,37,Male,51,Vermont,13,True,M,Magenta,Standard,True,Debit Card,2.9,3.923076923076923
2116,44,Male,85,Rhode Island,17,True,M,Violet,Store Pickup,True,Bank Transfer,3.4,5.0
2117,67,Male,23,Kansas,51,True,M,Teal,Express,True,Debit Card,2.9,0.45098039215686275
2118,27,Male,28,Colorado,12,True,L,Brown,Free Shipping,True,Debit Card,3.8,2.3333333333333335
2119,60,Male,44,Georgia,29,True,M,Olive,2-Day Shipping,True,Debit Card,4.2,1.5172413793103448
2120,58,Male,57,Nebraska,37,True,M,Indigo,Store Pickup,True,Venmo,3.5,1.5405405405405406
2121,53,Male,98,Missouri,39,True,S,Red,Next Day Air,True,PayPal,3.1,2.5128205128205128
2122,43,Male,68,Alaska,33,True,M,Olive,2-Day Shipping,True,Bank Transfer,3.5,2.0606060606060606
2123,32,Male,36,Virginia,43,True,L,Teal,Express,True,Debit Card,4.0,0.8372093023255814
2124,54,Male,71,Nebraska,23,True,L,Cyan,Express,True,Debit Card,3.7,3.0869565217391304
2125,47,Male,60,Rhode Island,23,True,M,Teal,Next Day Air,True,Venmo,4.2,2.608695652173913
2126,57,Male,87,New Hampshire,32,True,M,Beige,Store Pickup,True,PayPal,4.8,2.71875
2127,63,Male,38,Alabama,29,True,XL,Magenta,Express,True,Credit Card,4.1,1.3103448275862069
2128,70,Male,45,North Carolina,41,True,M,Indigo,2-Day Shipping,True,Debit Card,4.5,1.0975609756097562
2129,62,Male,47,New Mexico,22,True,L,Cyan,2-Day Shipping,True,PayPal,2.7,2.1363636363636362
2130,40,Male,57,Minnesota,13,True,L,Orange,Store Pickup,True,PayPal,2.8,4.384615384615385
2131,25,Male,68,Arizona,34,True,L,Violet,Free Shipping,True,Credit Card,3.7,2.0
2132,19,Male,52,Montana,10,True,M,Red,Express,True,Bank Transfer,3.6,5.2
2133,25,Male,87,Vermont,16,True,M,Magenta,2-Day Shipping,True,Debit Card,4.7,5.4375
2134,21,Male,34,Maine,14,True,M,Olive,Standard,True,Bank Transfer,3.8,2.4285714285714284
2135,55,Male,41,Virginia,36,True,XL,Maroon,Standard,True,Credit Card,2.9,1.1388888888888888
2136,34,Male,94,California,2,True,S,Yellow,Next Day Air,True,Debit Card,4.6,47.0
2137,47,Male,93,New York,26,True,M,Red,Standard,True,Bank Transfer,2.8,3.576923076923077
2138,27,Male,51,Indiana,21,True,XL,Purple,2-Day Shipping,True,Credit Card,4.6,2.4285714285714284
2139,67,Male,42,Mississippi,37,True,M,Teal,Next Day Air,True,Venmo,2.8,1.135135135135135
2140,40,Male,95,New York,34,True,M,Red,Free Shipping,True,Cash,3.0,2.7941176470588234
2141,53,Male,90,New Mexico,37,True,M,Brown,Standard,True,Cash,3.7,2.4324324324324325
2142,24,Male,98,Kentucky,33,True,M,Peach,2-Day Shipping,True,PayPal,4.1,2.9696969696969697
2143,47,Male,39,North Dakota,22,True,M,Maroon,Next Day Air,True,Venmo,4.3,1.7727272727272727
2144,53,Male,66,Arkansas,49,True,L,Red,Next Day Air,True,Venmo,3.8,1.346938775510204
2145,47,Male,23,Maryland,26,True,L,Orange,Free Shipping,True,PayPal,3.7,0.8846153846153846
2146,38,Male,73,Connecticut,33,True,S,White,Standard,True,PayPal,4.8,2.212121212121212
2147,48,Male,23,Utah,46,True,XL,White,Standard,True,PayPal,4.6,0.5
2148,47,Male,43,Missouri,5,True,S,Charcoal,Standard,True,Cash,4.8,8.6
2149,19,Male,45,Nebraska,20,True,XL,Turquoise,2-Day Shipping,True,PayPal,4.6,2.25
2150,38,Male,21,Hawaii,2,True,L,Orange,Standard,True,Bank Transfer,4.0,10.5
2151,57,Male,40,Illinois,13,True,M,Orange,2-Day Shipping,True,Cash,2.6,3.076923076923077
2152,70,Male,58,Vermont,19,True,L,Brown,2-Day Shipping,True,Venmo,2.6,3.0526315789473686
2153,38,Male,48,New Jersey,44,True,L,Magenta,Next Day Air,True,Bank Transfer,4.5,1.0909090909090908
2154,35,Male,94,Kentucky,32,True,M,Violet,Free Shipping,True,PayPal,4.2,2.9375
2155,46,Male,74,Wyoming,34,True,M,Violet,Store Pickup,True,Cash,3.4,2.176470588235294
2156,32,Male,51,Hawaii,47,True,L,Yellow,Store Pickup,True,PayPal,3.7,1.0851063829787233
2157,38,Male,83,Missouri,42,True,M,Maroon,Next Day Air,True,Debit Card,3.6,1.9761904761904763
2158,41,Male,68,Mississippi,42,True,L,Turquoise,Next Day Air,True,Venmo,4.0,1.619047619047619
2159,19,Male,84,Massachusetts,10,True,XL,Olive,Standard,True,Bank Transfer,4.6,8.4
2160,18,Male,58,Louisiana,35,True,M,Peach,Free Shipping,True,Cash,3.0,1.6571428571428573
2161,45,Male,92,West Virginia,22,True,L,Charcoal,Express,True,PayPal,3.3,4.181818181818182
2162,23,Male,69,Washington,6,True,S,Peach,Express,True,Debit Card,3.8,11.5
2163,60,Male,48,Oregon,33,True,S,Black,Free Shipping,True,PayPal,2.7,1.4545454545454546
2164,52,Male,60,New York,45,True,L,Gray,Express,True,Bank Transfer,4.5,1.3333333333333333
2165,42,Male,20,Iowa,47,True,S,Olive,Next Day Air,True,PayPal,4.8,0.425531914893617
2166,29,Male,55,Idaho,43,True,M,Turquoise,Express,True,Credit Card,4.2,1.2790697674418605
2167,31,Male,88,New Jersey,51,True,S,Purple,Express,True,Credit Card,3.5,1.7254901960784315
2168,30,Male,48,Ohio,34,True,L,Green,Standard,True,Venmo,4.9,1.411764705882353
2169,23,Male,74,Connecticut,33,True,M,Beige,Next Day Air,True,Cash,4.1,2.242424242424242
2170,31,Male,42,Florida,33,True,M,Brown,Next Day Air,True,Bank Transfer,2.9,1.2727272727272727
2171,40,Male,32,South Carolina,38,True,M,Turquoise,Next Day Air,True,Venmo,4.0,0.8421052631578947
2172,39,Male,98,Missouri,10,True,M,Yellow,Store Pickup,True,Cash,4.6,9.8
2173,28,Male,89,Rhode Island,7,True,S,Lavender,Store Pickup,True,PayPal,2.8,12.714285714285714
2174,23,Male,97,Delaware,37,True,S,Cyan,2-Day Shipping,True,Venmo,5.0,2.6216216216216215
2175,42,Male,49,Colorado,2,True,S,Olive,Store Pickup,True,Cash,2.9,24.5
2176,68,Male,50,Nebraska,49,True,M,Silver,Free Shipping,True,Credit Card,3.3,1.0204081632653061
2177,24,Male,91,Vermont,45,True,S,Red,2-Day Shipping,True,Debit Card,3.4,2.022222222222222
2178,24,Male,93,Montana,10,True,XL,Green,Express,True,PayPal,3.0,9.3
2179,21,Male,98,Florida,33,True,M,Gold,Standard,True,Venmo,4.7,2.9696969696969697
2180,49,Male,82,Delaware,15,True,L,Lavender,Next Day Air,True,PayPal,2.9,5.466666666666667
2181,41,Male,37,Connecticut,44,True,M,Yellow,Store Pickup,True,Cash,4.1,0.8409090909090909
2182,22,Male,63,Hawaii,33,True,M,Black,Free Shipping,True,Bank Transfer,3.2,1.9090909090909092
2183,42,Male,99,New Mexico,27,True,M,Maroon,Store Pickup,True,Venmo,2.7,3.6666666666666665
2184,30,Male,37,Kansas,3,True,M,Maroon,Store Pickup,True,Cash,4.7,12.333333333333334
2185,38,Male,34,Nevada,17,True,S,Gold,Free Shipping,True,PayPal,3.2,2.0
2186,40,Male,32,North Carolina,51,True,M,Violet,Express,True,Debit Card,2.5,0.6274509803921569
2187,55,Male,23,New Mexico,7,True,XL,Teal,Next Day Air,True,PayPal,4.3,3.2857142857142856
2188,37,Male,78,Idaho,21,True,M,Violet,Free Shipping,True,PayPal,4.4,3.7142857142857144
2189,41,Male,54,California,10,True,M,Brown,Next Day Air,True,Credit Card,4.7,5.4
2190,38,Male,94,Wisconsin,48,True,XL,Brown,Express,True,Credit Card,4.0,1.9583333333333333
2191,42,Male,75,Alaska,34,True,S,Maroon,Express,True,Credit Card,4.6,2.2058823529411766
2192,26,Male,69,Pennsylvania,47,True,S,Maroon,Next Day Air,True,Cash,3.8,1.4680851063829787
2193,41,Male,35,Virginia,10,True,L,Yellow,Next Day Air,True,Credit Card,3.2,3.5
2194,27,Male,78,California,9,True,L,Turquoise,Express,True,PayPal,5.0,8.666666666666666
2195,61,Male,29,Kentucky,49,True,M,Silver,Standard,True,Bank Transfer,3.5,0.5918367346938775
2196,58,Male,62,New York,3,True,M,Brown,Next Day Air,True,Cash,3.7,20.666666666666668
2197,25,Male,58,Vermont,32,True,M,Gray,Next Day Air,True,PayPal,4.8,1.8125
2198,33,Male,88,Pennsylvania,41,True,M,Indigo,2-Day Shipping,True,Venmo,3.7,2.1463414634146343
2199,57,Male,80,New York,36,True,L,Turquoise,Free Shipping,True,Venmo,3.5,2.2222222222222223
2200,39,Male,47,North Carolina,41,True,M,Maroon,Store Pickup,True,Debit Card,4.9,1.146341463414634
2201,60,Male,51,Wyoming,28,True,L,Charcoal,Next Day Air,True,Debit Card,4.7,1.8214285714285714
2202,39,Male,25,Ohio,11,True,L,Peach,2-Day Shipping,True,Venmo,4.9,2.272727272727273
2203,42,Male,36,Alabama,24,True,M,Red,Next Day Air,True,Credit Card,4.3,1.5
2204,53,Male,79,Rhode Island,33,True,M,Indigo,Free Shipping,True,Cash,3.1,2.393939393939394
2205,20,Male,41,Oregon,7,True,S,Lavender,2-Day Shipping,True,Debit Card,3.4,5.857142857142857
2206,46,Male,68,North Dakota,28,True,XL,Red,Express,True,PayPal,2.7,2.4285714285714284
2207,46,Male,51,Illinois,26,True,L,Green,Store Pickup,True,Bank Transfer,2.6,1.9615384615384615
2208,69,Male,38,New Mexico,12,True,M,Gray,Next Day Air,True,Credit Card,2.9,3.1666666666666665
2209,28,Male,46,Colorado,24,True,XL,Violet,2-Day Shipping,True,PayPal,2.7,1.9166666666666667
2210,42,Male,20,Utah,45,True,XL,Beige,2-Day Shipping,True,Bank Transfer,4.5,0.4444444444444444
2211,30,Male,25,Virginia,36,True,M,Orange,Store Pickup,True,PayPal,3.1,0.6944444444444444
2212,50,Male,89,Maine,46,True,L,Purple,Free Shipping,True,Debit Card,3.2,1.934782608695652
2213,59,Male,77,Nebraska,23,True,M,Brown,Next Day Air,True,Bank Transfer,3.3,3.347826086956522
2214,54,Male,94,Hawaii,19,True,M,Maroon,Express,True,Debit Card,2.9,4.947368421052632
2215,50,Male,100,Idaho,21,True,L,Gold,Standard,True,Debit Card,4.1,4.761904761904762
2216,25,Male,96,West Virginia,29,True,M,Indigo,Express,True,Credit Card,2.7,3.310344827586207
2217,41,Male,36,Vermont,16,True,XL,Silver,Store Pickup,True,Venmo,4.0,2.25
2218,35,Male,27,Indiana,43,True,XL,Red,Store Pickup,True,Bank Transfer,2.6,0.627906976744186
2219,67,Male,67,Idaho,21,True,M,Magenta,Store Pickup,True,Debit Card,3.5,3.1904761904761907
2220,33,Male,91,Minnesota,17,True,S,Purple,Store Pickup,True,Bank Transfer,2.8,5.352941176470588
2221,19,Male,62,Wyoming,48,True,XL,Beige,Store Pickup,True,Cash,4.5,1.2916666666666667
2222,25,Male,88,Kansas,35,True,XL,White,Free Shipping,True,Credit Card,3.0,2.5142857142857142
2223,32,Male,66,Georgia,31,True,M,Teal,Store Pickup,True,Credit Card,4.4,2.129032258064516
2224,30,Male,65,Kansas,6,True,M,Gray,Next Day Air,True,PayPal,4.7,10.833333333333334
2225,18,Male,25,Nebraska,39,True,L,Charcoal,Standard,True,Cash,4.3,0.6410256410256411
2226,38,Male,64,Washington,19,True,S,Olive,Free Shipping,True,Credit Card,4.8,3.3684210526315788
2227,22,Male,72,Missouri,29,True,L,Blue,Store Pickup,True,Cash,4.8,2.4827586206896552
2228,40,Male,74,Washington,43,True,S,Gray,Next Day Air,True,Credit Card,4.4,1.7209302325581395
2229,54,Male,50,Kansas,6,True,M,Green,Free Shipping,True,Credit Card,3.7,8.333333333333334
2230,70,Male,97,Minnesota,51,True,M,Silver,Express,True,Venmo,3.9,1.9019607843137254
2231,52,Male,36,Colorado,34,True,S,Teal,Express,True,Venmo,3.8,1.0588235294117647
2232,34,Male,49,Utah,2,True,M,Beige,Store Pickup,True,Credit Card,4.1,24.5
2233,65,Male,64,North Carolina,15,True,L,Lavender,Store Pickup,True,Cash,4.0,4.266666666666667
2234,38,Male,31,Florida,49,True,XL,Gray,Express,True,Credit Card,4.5,0.6326530612244898
2235,35,Male,66,New Hampshire,27,True,S,Yellow,Express,True,Cash,4.0,2.4444444444444446
2236,40,Male,82,Illinois,45,True,M,Gray,2-Day Shipping,True,Credit Card,4.5,1.8222222222222222
2237,23,Male,88,Louisiana,19,True,M,Yellow,Standard,True,Debit Card,2.7,4.631578947368421
2238,45,Male,34,Alabama,32,True,S,Black,Next Day Air,True,Venmo,3.8,1.0625
2239,40,Male,84,Florida,19,True,L,Beige,Standard,True,Debit Card,3.8,4.421052631578948
2240,42,Male,96,Alabama,42,True,L,Indigo,2-Day Shipping,True,Credit Card,3.8,2.2857142857142856
2241,57,Male,71,California,19,True,L,Green,Next Day Air,True,Debit Card,4.3,3.736842105263158
2242,18,Male,77,Maryland,4,True,M,Purple,Free Shipping,True,Bank Transfer,3.5,19.25
2243,18,Male,66,Nevada,6,True,M,Orange,Next Day Air,True,Credit Card,3.8,11.0
2244,56,Male,21,Massachusetts,14,True,M,Teal,2-Day Shipping,True,Debit Card,3.7,1.5
2245,35,Male,37,South Carolina,23,True,M,Gold,2-Day Shipping,True,PayPal,4.8,1.608695652173913
2246,49,Male,90,Delaware,46,True,L,Gray,Free Shipping,True,PayPal,4.9,1.9565217391304348
2247,49,Male,96,Hawaii,40,True,M,Cyan,Store Pickup,True,PayPal,4.3,2.4
2248,34,Male,37,Florida,19,True,L,Teal,Next Day Air,True,Venmo,4.4,1.9473684210526316
2249,63,Male,66,Rhode Island,20,True,M,Violet,Free Shipping,True,PayPal,3.4,3.3
2250,42,Male,45,Wyoming,30,True,XL,Indigo,Next Day Air,True,Debit Card,4.3,1.5
2251,41,Male,89,Colorado,20,True,L,Pink,Store Pickup,True,Credit Card,4.6,4.45
2252,26,Male,94,Virginia,23,True,L,Gold,Free Shipping,True,Debit Card,3.8,4.086956521739131
2253,48,Male,96,Nebraska,22,True,S,Maroon,Express,True,Bank Transfer,3.9,4.363636363636363
2254,62,Male,31,Oklahoma,23,True,M,Brown,Store Pickup,True,PayPal,2.6,1.3478260869565217
2255,24,Male,79,North Dakota,45,True,M,Gold,Store Pickup,True,PayPal,4.2,1.7555555555555555
2256,48,Male,39,Michigan,43,True,L,Teal,Store Pickup,True,Bank Transfer,4.6,0.9069767441860465
2257,31,Male,22,California,34,True,M,Turquoise,Standard,True,Credit Card,5.0,0.6470588235294118
2258,41,Male,32,Tennessee,7,True,L,Olive,Standard,True,Bank Transfer,4.2,4.571428571428571
2259,24,Male,71,Ohio,45,True,L,Cyan,Store Pickup,True,Credit Card,4.3,1.5777777777777777
2260,60,Male,96,Florida,25,True,XL,Beige,Free Shipping,True,Cash,3.3,3.84
2261,38,Male,82,Missouri,17,True,M,Blue,Express,True,PayPal,4.9,4.823529411764706
2262,58,Male,76,South Carolina,13,True,L,Gold,Standard,True,Bank Transfer,4.4,5.846153846153846
2263,53,Male,22,Arizona,51,True,M,Green,2-Day Shipping,True,PayPal,3.1,0.43137254901960786
2264,44,Male,40,Indiana,43,True,XL,Green,Store Pickup,True,Cash,3.5,0.9302325581395349
2265,51,Male,92,North Dakota,51,True,M,Turquoise,2-Day Shipping,True,PayPal,3.9,1.803921568627451
2266,36,Male,94,Montana,11,True,XL,Yellow,Store Pickup,True,PayPal,3.9,8.545454545454545
2267,20,Male,44,Missouri,33,True,M,Yellow,Store Pickup,True,Debit Card,4.3,1.3333333333333333
2268,32,Male,49,Kentucky,38,True,S,Blue,Express,True,Venmo,3.8,1.2894736842105263
2269,66,Male,26,Georgia,16,True,L,Charcoal,2-Day Shipping,True,Bank Transfer,2.7,1.625
2270,49,Male,38,Kentucky,28,True,M,Yellow,Store Pickup,True,Credit Card,4.4,1.3571428571428572
2271,27,Male,72,Georgia,8,True,L,Purple,Express,True,Venmo,3.5,9.0
2272,29,Male,99,Alaska,50,True,M,Green,Free Shipping,True,PayPal,3.4,1.98
2273,29,Male,38,Maine,45,True,L,Charcoal,Standard,True,PayPal,4.0,0.8444444444444444
2274,55,Male,96,New Mexico,14,True,L,Silver,Express,True,PayPal,4.8,6.857142857142857
2275,57,Male,27,New York,39,True,L,Turquoise,Next Day Air,True,PayPal,4.5,0.6923076923076923
2276,29,Male,24,Oklahoma,11,True,M,Gray,Standard,True,Debit Card,4.4,2.1818181818181817
2277,31,Male,82,Wyoming,26,True,L,Red,2-Day Shipping,True,Debit Card,4.1,3.1538461538461537
2278,25,Male,56,Alabama,19,True,M,Beige,Next Day Air,True,Credit Card,4.6,2.9473684210526314
2279,61,Male,25,Maryland,7,True,M,Maroon,Store Pickup,True,Cash,3.8,3.5714285714285716
2280,53,Male,67,West Virginia,36,True,L,Indigo,Free Shipping,True,Bank Transfer,2.9,1.8611111111111112
2281,22,Male,21,Kentucky,32,True,M,Red,Standard,True,Credit Card,2.8,0.65625
2282,28,Male,27,Kansas,42,True,XL,Maroon,Store Pickup,True,Bank Transfer,3.0,0.6428571428571429
2283,18,Male,97,Idaho,9,True,S,Red,2-Day Shipping,True,Credit Card,4.2,10.777777777777779
2284,44,Male,45,Ohio,35,True,S,Black,Free Shipping,True,Credit Card,4.1,1.2857142857142858
2285,32,Male,63,Iowa,21,True,XL,Black,Express,True,Venmo,4.1,3.0
2286,34,Male,100,Michigan,39,True,L,Pink,2-Day Shipping,True,PayPal,4.6,2.5641025641025643
2287,67,Male,38,South Dakota,36,True,L,Blue,Store Pickup,True,Venmo,2.5,1.0555555555555556
2288,66,Male,45,Nebraska,7,True,L,Green,Store Pickup,True,Debit Card,3.0,6.428571428571429
2289,28,Male,91,California,51,True,M,Orange,Next Day Air,True,PayPal,3.8,1.7843137254901962
2290,70,Male,82,Nevada,48,True,M,Orange,Free Shipping,True,Venmo,4.1,1.7083333333333333
2291,37,Male,48,Kansas,24,True,L,Magenta,Standard,True,PayPal,3.3,2.0
2292,28,Male,30,Ohio,14,True,M,Indigo,2-Day Shipping,True,Credit Card,5.0,2.142857142857143
2293,43,Male,34,Vermont,32,True,S,Beige,Next Day Air,True,Debit Card,3.8,1.0625
2294,37,Male,68,Georgia,17,True,L,Green,Express,True,Debit Card,3.3,4.0
2295,54,Male,95,Maryland,41,True,M,Red,Express,True,Debit Card,5.0,2.317073170731707
2296,50,Male,22,Connecticut,46,True,L,Beige,2-Day Shipping,True,PayPal,2.9,0.4782608695652174
2297,46,Male,88,Washington,51,True,M,Green,Next Day Air,True,Venmo,2.5,1.7254901960784315
2298,60,Male,83,California,2,True,M,Orange,Standard,True,Bank Transfer,4.7,41.5
2299,40,Male,87,Montana,11,True,L,Cyan,2-Day Shipping,True,Cash,2.9,7.909090909090909
2300,64,Male,57,Idaho,49,True,M,Violet,Store Pickup,True,Credit Card,3.7,1.163265306122449
2301,18,Male,88,Pennsylvania,39,True,XL,Lavender,2-Day Shipping,True,Credit Card,4.4,2.2564102564102564
2302,37,Male,20,Maine,22,True,L,Turquoise,Next Day Air,True,Debit Card,2.9,0.9090909090909091
2303,36,Male,39,Montana,39,True,L,Pink,Store Pickup,True,Venmo,3.6,1.0
2304,51,Male,71,New Jersey,32,True,S,Beige,2-Day Shipping,True,Credit Card,4.8,2.21875
2305,26,Male,73,Louisiana,10,True,L,Silver,Free Shipping,True,Debit Card,4.7,7.3
2306,68,Male,63,Maine,48,True,M,Gold,Free Shipping,True,Cash,2.6,1.3125
2307,27,Male,78,Florida,9,True,L,Silver,Standard,True,Cash,3.4,8.666666666666666
2308,28,Male,96,Missouri,31,True,L,Green,Next Day Air,True,Debit Card,3.5,3.096774193548387
2309,49,Male,81,North Dakota,23,True,M,Teal,2-Day Shipping,True,Bank Transfer,3.4,3.5217391304347827
2310,70,Male,95,Connecticut,4,True,S,Gold,2-Day Shipping,True,Bank Transfer,5.0,23.75
2311,30,Male,68,Virginia,16,True,M,Cyan,Standard,True,PayPal,4.6,4.25
2312,27,Male,28,Montana,11,True,L,Gold,2-Day Shipping,True,Bank Transfer,4.8,2.5454545454545454
2313,19,Male,30,Vermont,20,True,L,Violet,Free Shipping,True,Cash,3.7,1.5
2314,64,Male,31,Georgia,37,True,M,Black,Next Day Air,True,Bank Transfer,4.7,0.8378378378378378
2315,42,Male,95,Virginia,13,True,XL,Brown,Express,True,Bank Transfer,4.4,7.3076923076923075
2316,69,Male,79,Vermont,50,True,M,Indigo,2-Day Shipping,True,Debit Card,3.5,1.58
2317,28,Male,39,Montana,8,True,L,Yellow,Standard,True,Debit Card,3.8,4.875
2318,47,Male,34,New Jersey,29,True,M,Purple,Next Day Air,True,Bank Transfer,4.7,1.1724137931034482
2319,69,Male,28,Wyoming,31,True,L,White,Store Pickup,True,Credit Card,3.1,0.9032258064516129
2320,56,Male,38,Maine,30,True,XL,Turquoise,Free Shipping,True,PayPal,5.0,1.2666666666666666
2321,28,Male,55,New Mexico,10,True,M,Olive,Free Shipping,True,Debit Card,3.7,5.5
2322,50,Male,31,Colorado,28,True,M,Beige,Next Day Air,True,Debit Card,3.0,1.1071428571428572
2323,39,Male,84,Connecticut,22,True,S,Lavender,Store Pickup,True,Venmo,4.5,3.8181818181818183
2324,35,Male,93,Maryland,37,True,L,White,Express,True,Credit Card,4.7,2.5135135135135136
2325,59,Male,28,Oregon,20,True,L,Brown,Free Shipping,True,Debit Card,3.5,1.4
2326,44,Male,55,New York,48,True,M,Charcoal,2-Day Shipping,True,Cash,4.4,1.1458333333333333
2327,66,Male,63,Oklahoma,39,True,L,Maroon,Standard,True,Bank Transfer,2.6,1.6153846153846154
2328,20,Male,94,Alabama,23,True,M,Red,2-Day Shipping,True,Venmo,4.2,4.086956521739131
2329,45,Male,36,North Dakota,30,True,M,Maroon,Express,True,Venmo,2.6,1.2
2330,49,Male,97,Nebraska,43,True,S,Teal,Free Shipping,True,Bank Transfer,4.8,2.255813953488372
2331,60,Male,63,Arizona,48,True,L,Orange,Store Pickup,True,PayPal,2.9,1.3125
2332,61,Male,77,Illinois,11,True,S,Olive,2-Day Shipping,True,Credit Card,4.3,7.0
2333,36,Male,53,South Carolina,11,True,XL,Olive,Store Pickup,True,Venmo,2.6,4.818181818181818
2334,33,Male,77,Kansas,2,True,M,Beige,Next Day Air,True,PayPal,3.8,38.5
2335,49,Male,79,Kansas,8,True,L,Green,Standard,True,Credit Card,4.2,9.875
2336,31,Male,37,Idaho,11,True,M,Black,Store Pickup,True,Venmo,3.9,3.3636363636363638
2337,19,Male,94,California,12,True,M,Green,Free Shipping,True,Credit Card,3.1,7.833333333333333
2338,39,Male,76,North Dakota,6,True,S,Violet,Store Pickup,True,Cash,3.6,12.666666666666666
2339,66,Male,68,Georgia,22,True,S,Silver,Express,True,PayPal,4.0,3.090909090909091
2340,25,Male,65,Illinois,25,True,L,Maroon,Next Day Air,True,Bank Transfer,3.4,2.6
2341,63,Male,24,Delaware,38,True,M,Cyan,Standard,True,Credit Card,2.6,0.631578947368421
2342,56,Male,31,Connecticut,23,True,L,Teal,Express,True,Venmo,4.5,1.3478260869565217
2343,20,Male,89,Tennessee,17,True,M,Olive,Standard,True,Debit Card,4.9,5.235294117647059
2344,58,Male,49,Maryland,45,True,M,Red,2-Day Shipping,True,PayPal,4.4,1.0888888888888888
2345,34,Male,92,Rhode Island,15,True,XL,Lavender,Express,True,Venmo,3.5,6.133333333333334
2346,28,Male,32,New York,24,True,S,Orange,Express,True,Bank Transfer,3.3,1.3333333333333333
2347,22,Male,67,New Mexico,47,True,L,Brown,Standard,True,Debit Card,3.1,1.425531914893617
2348,37,Male,64,California,47,True,S,Gray,Express,True,Cash,4.2,1.3617021276595744
2349,54,Male,84,Maine,17,True,M,Orange,Next Day Air,True,PayPal,4.9,4.9411764705882355
2350,65,Male,34,New York,41,True,M,Orange,Standard,True,Credit Card,3.9,0.8292682926829268
2351,57,Male,26,Hawaii,22,True,M,Turquoise,Free Shipping,True,Cash,4.2,1.1818181818181819
2352,38,Male,50,New Hampshire,26,True,S,Cyan,Store Pickup,True,PayPal,4.9,1.9230769230769231
2353,70,Male,46,Nebraska,26,True,M,Yellow,Store Pickup,True,Bank Transfer,2.8,1.7692307692307692
2354,56,Male,71,Montana,26,True,M,White,Standard,True,Debit Card,4.1,2.730769230769231
2355,56,Male,78,Wisconsin,28,True,M,Blue,Next Day Air,True,Venmo,4.8,2.7857142857142856
2356,22,Male,35,Tennessee,13,True,S,Purple,Next Day Air,True,Cash,4.1,2.6923076923076925
2357,57,Male,58,Montana,28,True,M,Gray,Free Shipping,True,Debit Card,3.0,2.0714285714285716
2358,53,Male,67,Michigan,41,True,L,Cyan,2-Day Shipping,True,Credit Card,4.2,1.6341463414634145
2359,53,Male,93,Texas,39,True,L,Pink,Standard,True,Credit Card,3.8,2.3846153846153846
2360,19,Male,81,Pennsylvania,45,True,S,Gold,2-Day Shipping,True,Bank Transfer,3.3,1.8
2361,49,Male,80,New York,28,True,L,Silver,2-Day Shipping,True,Venmo,4.7,2.857142857142857
2362,44,Male,64,Alabama,31,True,M,Gray,2-Day Shipping,True,Credit Card,4.3,2.064516129032258
2363,27,Male,41,Virginia,25,True,M,Brown,Standard,True,Credit Card,2.7,1.64
2364,60,Male,79,Pennsylvania,39,True,XL,Pink,Express,True,Cash,4.2,2.0256410256410255
2365,62,Male,60,Mississippi,5,True,L,Maroon,Free Shipping,True,PayPal,4.2,12.0
2366,52,Male,91,Wyoming,33,True,S,Peach,Next Day Air,True,Venmo,2.5,2.757575757575758
2367,30,Male,66,New Mexico,33,True,L,Brown,Express,True,Credit Card,3.6,2.0
